"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Dda3937_locus","DdiaME23_locus","Ddia6719_locus"
"group_01000","WP_013317024.1","WP_192990711.1","WP_024105126.1","DDA3937_RS06485","DZA65_RS06875","HGI48_RS06525"
"group_01001","WP_013318808.1","WP_024106683.1","WP_024106683.1","DDA3937_RS14790","DZA65_RS15670","HGI48_RS14725"
"group_01002","WP_013316022.1","WP_192990045.1","WP_024104255.1","DDA3937_RS01615","DZA65_RS01595","HGI48_RS01530"
"group_01003","WP_033111517.1","WP_192989716.1","WP_024104142.1","DDA3937_RS00855","DZA65_RS21565","HGI48_RS20520"
"group_01004","WP_013319929.1","WP_192989956.1","WP_024107722.1","DDA3937_RS20470","DZA65_RS00795","HGI48_RS00740"
"group_01005","WP_013316763.1","WP_192990550.1","WP_024108431.1","DDA3937_RS05180","DZA65_RS05520","HGI48_RS05180"
"group_01006","WP_013315776.1","WP_192991574.1","WP_024104055.1","DDA3937_RS00340","DZA65_RS22010","HGI48_RS21025"
"group_01007","WP_013318280.1","WP_192990768.1","WP_024105215.1","DDA3937_RS12380","DZA65_RS07305","HGI48_RS06960"
"group_01008","WP_013320021.1","WP_192989910.1","WP_024107814.1","DDA3937_RS20920","DZA65_RS00325","HGI48_RS00325"
"group_01009","WP_013317678.1","WP_024105672.1","WP_024105672.1","DDA3937_RS09465","DZA65_RS09795","HGI48_RS09485"
"group_01010","WP_013316951.1","WP_192990663.1","WP_024105064.1","DDA3937_RS06105","DZA65_RS06500","HGI48_RS06150"
"group_01011","WP_013319927.1","WP_192989957.1","WP_024109315.1","DDA3937_RS20460","DZA65_RS00805","HGI48_RS00750"
"group_01012","WP_033111679.1","WP_192990599.1","WP_024104942.1","DDA3937_RS05440","DZA65_RS05825","HGI48_RS05500"
"group_01013","WP_013319581.1","WP_024107383.1","WP_024109224.1","DDA3937_RS18600","DZA65_RS19670","HGI48_RS18535"
"group_01014","WP_033111522.1","WP_192989996.1","WP_024104179.1","DDA3937_RS01115","DZA65_RS01170","HGI48_RS01100"
"group_01015","WP_013319991.1","WP_024107785.1","WP_024107785.1","DDA3937_RS20775","DZA65_RS00470","HGI48_RS00470"
"group_01016","WP_042318293.1","WP_192991061.1","WP_103415958.1","DDA3937_RS08910","DZA65_RS09290","HGI48_RS08985"
"group_01017","WP_013317655.1","WP_192991113.1","WP_024105650.1","DDA3937_RS09365","DZA65_RS09690","HGI48_RS09380"
"group_01018","WP_033111933.1","WP_192988805.1","WP_024106396.1","DDA3937_RS13200","DZA65_RS13740","HGI48_RS13265"
"group_01019","WP_013317046.1","WP_024105146.1","WP_024105146.1","DDA3937_RS06610","DZA65_RS06985","HGI48_RS06630"
"group_01020","WP_013316651.1","WP_192990476.1","WP_024104786.1","DDA3937_RS04635","DZA65_RS04515","HGI48_RS04590"
"group_01021","WP_013318836.1","WP_192989040.1","WP_024106702.1","DDA3937_RS14935","DZA65_RS15785","HGI48_RS15035"
"group_01022","WP_013315945.1","WP_192990011.1","WP_024104192.1","DDA3937_RS01190","DZA65_RS01230","HGI48_RS01185"
"group_01023","WP_013319799.1","WP_161128661.1","WP_024109278.1","DDA3937_RS19765","DZA65_RS20950","HGI48_RS19880"
"group_01024","WP_013316788.1","WP_192990580.1","WP_024104919.1","DDA3937_RS05300","DZA65_RS05685","HGI48_RS05385"
"group_01025","WP_013319598.1","WP_192989506.1","WP_024109232.1","DDA3937_RS18690","DZA65_RS19755","HGI48_RS18620"
"group_01026","WP_013316983.1","WP_192991419.1","WP_024105089.1","DDA3937_RS06255","DZA65_RS06645","HGI48_RS06300"
"group_01027","WP_013317728.1","WP_192991159.1","WP_024105718.1","DDA3937_RS09725","DZA65_RS10045","HGI48_RS09735"
"group_01028","WP_013316229.1","WP_192990197.1","WP_024104469.1","DDA3937_RS02585","DZA65_RS02725","HGI48_RS02615"
"group_01029","WP_013318740.1","WP_192988952.1","WP_024106627.1","DDA3937_RS14475","DZA65_RS15380","HGI48_RS14445"
"group_01030","WP_013317074.1","WP_192990737.1","WP_024105175.1","DDA3937_RS06735","DZA65_RS07110","HGI48_RS06755"
"group_01031","WP_013319590.1","WP_192989500.1","WP_024109229.1","DDA3937_RS18645","DZA65_RS19710","HGI48_RS18575"
"group_01032","WP_013317622.1","WP_192991093.1","WP_024105625.1","DDA3937_RS09225","DZA65_RS09560","HGI48_RS09255"
"group_01033","WP_033112413.1","WP_192989399.1","WP_024107226.1","DDA3937_RS17725","DZA65_RS18865","HGI48_RS17720"
"group_01034","WP_033112416.1","WP_192989407.1","WP_103415663.1","DDA3937_RS17845","DZA65_RS18930","HGI48_RS17785"
"group_01035","WP_033111505.1","WP_161132038.1","WP_024104107.1","DDA3937_RS00660","DZA65_RS21740","HGI48_RS20730"
"group_01036","WP_013317682.1","WP_192991463.1","WP_024105676.1","DDA3937_RS09485","DZA65_RS09815","HGI48_RS09505"
"group_01037","WP_013317061.1","WP_024105164.1","WP_024105164.1","DDA3937_RS06685","DZA65_RS07055","HGI48_RS06700"
"group_01038","WP_033111997.1","WP_192989133.1","WP_024109089.1","DDA3937_RS15565","DZA65_RS16740","HGI48_RS15665"
"group_01039","WP_013319683.1","WP_192991563.1","WP_024107502.1","DDA3937_RS19120","DZA65_RS20335","HGI48_RS19210"
"group_01040","WP_013318762.1","WP_161132859.1","WP_024106644.1","DDA3937_RS14580","DZA65_RS15465","HGI48_RS14530"
"group_01041","WP_013316457.1","WP_192990354.1","WP_024104713.1","DDA3937_RS03720","DZA65_RS03885","HGI48_RS03760"
"group_01042","WP_013318179.1","WP_161132895.1","WP_024108830.1","DDA3937_RS11900","DZA65_RS12440","HGI48_RS11990"
"group_01043","WP_013318229.1","WP_192988671.1","WP_024106204.1","DDA3937_RS12135","DZA65_RS12680","HGI48_RS12230"
"group_01044","WP_013316354.1","WP_192990299.1","WP_024104629.1","DDA3937_RS03245","DZA65_RS03435","HGI48_RS03390"
"group_01045","WP_013319562.1","WP_161131818.1","WP_024107364.1","DDA3937_RS18510","DZA65_RS19570","HGI48_RS18435"
"group_01046","WP_013316654.1","WP_192990477.1","WP_024104787.1","DDA3937_RS04645","DZA65_RS04525","HGI48_RS04605"
"group_01047","WP_013319482.1","WP_192989434.1","WP_024109200.1","DDA3937_RS18120","DZA65_RS19205","HGI48_RS18060"
"group_01048","WP_013317606.1","WP_192991088.1","WP_024105616.1","DDA3937_RS09165","DZA65_RS09505","HGI48_RS09205"
"group_01049","WP_013316463.1","WP_192990358.1","WP_024108261.1","DDA3937_RS03745","DZA65_RS03910","HGI48_RS03780"
"group_01050","WP_033111565.1","WP_192990145.1","WP_024104402.1","DDA3937_RS02285","DZA65_RS02370","HGI48_RS02260"
"group_01051","WP_013317999.1","WP_024105988.1","WP_024105988.1","DDA3937_RS11035","DZA65_RS11435","HGI48_RS10975"
"group_01052","WP_013315911.1","WP_192989700.1","WP_024104167.1","DDA3937_RS00990","DZA65_RS21430","HGI48_RS20385"
"group_01053","WP_013320098.1","WP_024107876.1","WP_024107876.1","DDA3937_RS21285","DZA65_RS00015","HGI48_RS00015"
"group_01054","WP_013316861.1","WP_192990623.1","WP_024104985.1","DDA3937_RS05675","DZA65_RS06045","HGI48_RS05720"
"group_01055","WP_013316874.1","WP_024104997.1","WP_024108459.1","DDA3937_RS05740","DZA65_RS06120","HGI48_RS05795"
"group_01056","WP_013318053.1","WP_192988556.1","WP_024106027.1","DDA3937_RS11270","DZA65_RS11650","HGI48_RS11305"
"group_01057","WP_013316703.1","WP_192990520.1","WP_024104833.1","DDA3937_RS04890","DZA65_RS05235","HGI48_RS04900"
"group_01058","WP_033111936.1","WP_192988816.1","WP_024106453.1","DDA3937_RS13310","DZA65_RS13845","HGI48_RS13360"
"group_01059","WP_013316827.1","WP_192990607.1","WP_024109692.1","DDA3937_RS05505","DZA65_RS05890","HGI48_RS05565"
"group_01060","WP_013316927.1","WP_192990648.1","WP_024108478.1","DDA3937_RS05985","DZA65_RS06375","HGI48_RS06030"
"group_01061","WP_013319205.1","WP_192989271.1","WP_024107055.1","DDA3937_RS16760","DZA65_RS17905","HGI48_RS16830"
"group_01062","WP_013319745.1","WP_192989603.1","WP_024107561.1","DDA3937_RS19495","DZA65_RS20705","HGI48_RS19625"
"group_01063","WP_013319741.1","WP_192989599.1","WP_024107557.1","DDA3937_RS19475","DZA65_RS20685","HGI48_RS19605"
"group_01064","WP_013318876.1","WP_192989064.1","WP_024109056.1","DDA3937_RS15110","DZA65_RS15995","HGI48_RS15190"
"group_01065","WP_013316804.1","WP_192990588.1","WP_103415779.1","DDA3937_RS05375","DZA65_RS05760","HGI48_RS05440"
"group_01066","WP_013319080.1","WP_192989194.1","WP_024106954.1","DDA3937_RS16135","DZA65_RS17350","HGI48_RS16255"
"group_01067","WP_013317712.1","WP_192991148.1","WP_024105702.1","DDA3937_RS09640","DZA65_RS09960","HGI48_RS09650"
"group_01068","WP_139348436.1","WP_192991462.1","WP_051125469.1","DDA3937_RS09375","DZA65_RS09700","HGI48_RS09390"
"group_01069","WP_013315955.1","WP_192990016.1","WP_024108093.1","DDA3937_RS01265","DZA65_RS01295","HGI48_RS01250"
"group_01070","WP_013317719.1","WP_024108719.1","WP_024105708.1","DDA3937_RS09670","DZA65_RS09990","HGI48_RS09680"
"group_01071","WP_013319960.1","WP_192989930.1","WP_051125473.1","DDA3937_RS20635","DZA65_RS00585","HGI48_RS00550"
"group_01072","WP_013318191.1","WP_192988644.1","WP_024106168.1","DDA3937_RS11960","DZA65_RS12500","HGI48_RS12050"
"group_01073","WP_013319255.1","WP_024107098.1","WP_024107098.1","DDA3937_RS17030","DZA65_RS18160","HGI48_RS17085"
"group_01074","WP_013320099.1","WP_161131906.1","WP_024109372.1","DDA3937_RS21290","DZA65_RS00010","HGI48_RS00010"
"group_01075","WP_013317767.1","WP_192991188.1","WP_024105757.1","DDA3937_RS09920","DZA65_RS10260","HGI48_RS09925"
"group_01076","WP_013315954.1","WP_192990015.1","WP_082473357.1","DDA3937_RS01260","DZA65_RS01290","HGI48_RS01245"
"group_01077","WP_013316436.1","WP_192990348.1","WP_024108257.1","DDA3937_RS03625","DZA65_RS03845","HGI48_RS03720"
"group_01078","WP_013316282.1","WP_192990226.1","WP_024104509.1","DDA3937_RS02850","DZA65_RS03000","HGI48_RS02825"
"group_01079","WP_013318951.1","WP_192989123.1","WP_024106842.1","DDA3937_RS15465","DZA65_RS16650","HGI48_RS15575"
"group_01080","WP_013316966.1","WP_192990669.1","WP_024105072.1","DDA3937_RS06165","DZA65_RS06555","HGI48_RS06210"
"group_01081","WP_013317272.1","WP_192991433.1","WP_103415739.1","DDA3937_RS07630","DZA65_RS07985","HGI48_RS07480"
"group_01082","WP_013316369.1","WP_192990309.1","WP_099327151.1","DDA3937_RS03315","DZA65_RS03500","HGI48_RS03455"
"group_01083","WP_013319081.1","WP_192989195.1","WP_024106955.1","DDA3937_RS16140","DZA65_RS17355","HGI48_RS16260"
"group_01084","WP_013319878.1","WP_192989696.1","WP_024107675.1","DDA3937_RS20175","DZA65_RS21360","HGI48_RS20320"
"group_01085","WP_148226917.1","WP_161131896.1","WP_024109363.1","DDA3937_RS21215","DZA65_RS00090","HGI48_RS00080"
"group_01086","WP_013315912.1","WP_192989699.1","WP_024108082.1","DDA3937_RS00995","DZA65_RS21425","HGI48_RS20380"
"group_01087","WP_013319159.1","WP_119875259.1","WP_024107014.1","DDA3937_RS16535","DZA65_RS17695","HGI48_RS16605"
"group_01088","WP_013318977.1","WP_192989138.1","WP_024109094.1","DDA3937_RS15595","DZA65_RS16770","HGI48_RS15695"
"group_01089","WP_013319746.1","WP_192989604.1","WP_024107562.1","DDA3937_RS19500","DZA65_RS20710","HGI48_RS19630"
"group_01090","WP_033111994.1","WP_192989117.1","WP_024106835.1","DDA3937_RS15425","DZA65_RS16615","HGI48_RS15540"
"group_01091","WP_013317631.1","WP_192991099.1","WP_024105633.1","DDA3937_RS09270","DZA65_RS09600","HGI48_RS09295"
"group_01092","WP_013319853.1","WP_192989675.1","WP_024110295.1","DDA3937_RS20040","DZA65_RS21230","HGI48_RS20185"
"group_01093","WP_013317970.1","WP_192991327.1","WP_103415878.1","DDA3937_RS10900","DZA65_RS11320","HGI48_RS10855"
"group_01094","WP_013319924.1","WP_192989960.1","WP_024107718.1","DDA3937_RS20445","DZA65_RS00820","HGI48_RS00765"
"group_01095","WP_033112073.1","WP_192989400.1","WP_024107227.1","DDA3937_RS17730","DZA65_RS18870","HGI48_RS17725"
"group_01096","WP_013318922.1","WP_192989094.1","WP_024106779.1","DDA3937_RS15315","DZA65_RS16215","HGI48_RS15395"
"group_01097","WP_013319158.1","WP_192989238.1","WP_024107013.1","DDA3937_RS16530","DZA65_RS17690","HGI48_RS16600"
"group_01098","WP_013319320.1","WP_192989343.1","WP_024107155.1","DDA3937_RS17340","DZA65_RS18475","HGI48_RS17385"
"group_01099","WP_013319926.1","WP_192989958.1","WP_024107720.1","DDA3937_RS20455","DZA65_RS00810","HGI48_RS00755"
"group_01100","WP_013318376.1","WP_192988757.1","WP_024109986.1","DDA3937_RS12845","DZA65_RS13380","HGI48_RS12915"
"group_01101","WP_013318450.1","WP_192988804.1","WP_024108885.1","DDA3937_RS13195","DZA65_RS13735","HGI48_RS13260"
"group_01102","WP_033112152.1","WP_192989920.1","WP_024107788.1","DDA3937_RS20790","DZA65_RS00455","HGI48_RS00455"
"group_01103","WP_013317044.1","WP_192990721.1","WP_024108507.1","DDA3937_RS06600","DZA65_RS06975","HGI48_RS06620"
"group_01104","WP_013317268.1","WP_192990841.1","WP_024108590.1","DDA3937_RS07610","DZA65_RS07965","HGI48_RS07460"
"group_01105","WP_013319531.1","WP_192989468.1","WP_103415648.1","DDA3937_RS18360","DZA65_RS19435","HGI48_RS18295"
"group_01106","WP_033112108.1","WP_192989586.1","WP_024107540.1","DDA3937_RS19370","DZA65_RS20590","HGI48_RS19500"
"group_01107","WP_013315898.1","WP_192989706.1","WP_024108079.1","DDA3937_RS00930","DZA65_RS21490","HGI48_RS20445"
"group_01108","WP_013318910.1","WP_024106767.1","WP_024106767.1","DDA3937_RS15255","DZA65_RS16155","HGI48_RS15335"
"group_01109","WP_013316098.1","WP_192990099.1","WP_024104336.1","DDA3937_RS01965","DZA65_RS02015","HGI48_RS01935"
"group_01110","WP_013316935.1","WP_192990654.1","WP_024105049.1","DDA3937_RS06025","DZA65_RS06420","HGI48_RS06070"
"group_01111","WP_013316965.1","WP_192990668.1","WP_024105071.1","DDA3937_RS06160","DZA65_RS06550","HGI48_RS06205"
"group_01112","WP_013317205.1","WP_192990945.1","WP_024105478.1","DDA3937_RS07310","DZA65_RS08725","HGI48_RS08130"
"group_01113","WP_033112211.1","WP_161128699.1","WP_161128699.1","DDA3937_RS03430","DZA65_RS03645","HGI48_RS03530"
"group_01114","WP_013319928.1","WP_161131613.1","WP_024109316.1","DDA3937_RS20465","DZA65_RS00800","HGI48_RS00745"
"group_01115","WP_013318982.1","WP_192989141.1","WP_024109095.1","DDA3937_RS15615","DZA65_RS16790","HGI48_RS15710"
"group_01116","WP_013319166.1","WP_192989243.1","WP_024107021.1","DDA3937_RS16575","DZA65_RS17735","HGI48_RS16645"
"group_01117","WP_013318168.1","WP_024106146.1","WP_024106146.1","DDA3937_RS11840","DZA65_RS12415","HGI48_RS11870"
"group_01118","WP_013318128.1","WP_024109935.1","WP_024109935.1","DDA3937_RS11660","DZA65_RS12205","HGI48_RS11720"
"group_01119","WP_013319464.1","WP_192989424.1","WP_024107277.1","DDA3937_RS18040","DZA65_RS19120","HGI48_RS17975"
"group_01120","WP_013319467.1","WP_192989426.1","WP_012886166.1","DDA3937_RS18055","DZA65_RS19135","HGI48_RS17990"
"group_01121","WP_013320064.1","WP_192989878.1","WP_024109360.1","DDA3937_RS21125","DZA65_RS00155","HGI48_RS00135"
"group_01122","WP_013318944.1","WP_161132329.1","WP_024106836.1","DDA3937_RS15430","DZA65_RS16620","HGI48_RS15545"
"group_01123","WP_013318508.1","WP_192988832.1","WP_024106482.1","DDA3937_RS13465","DZA65_RS13995","HGI48_RS13510"
"group_01124","WP_033112330.1","WP_192988615.1","WP_024106136.1","DDA3937_RS11785","DZA65_RS12370","HGI48_RS11835"
"group_01125","WP_013317969.1","WP_192991326.1","WP_024105958.1","DDA3937_RS10895","DZA65_RS11315","HGI48_RS10850"
"group_01126","WP_013315859.1","WP_024108069.1","WP_024108069.1","DDA3937_RS00735","DZA65_RS21650","HGI48_RS20635"
"group_01127","WP_013316186.1","WP_192990159.1","WP_103415666.1","DDA3937_RS02390","DZA65_RS02450","HGI48_RS02345"
"group_01128","WP_013316664.1","WP_192990484.1","WP_024104796.1","DDA3937_RS04705","DZA65_RS04570","HGI48_RS04650"
"group_01129","WP_013317047.1","WP_192990723.1","WP_024105147.1","DDA3937_RS06615","DZA65_RS06990","HGI48_RS06635"
"group_01130","WP_013319628.1","WP_192989536.1","WP_024110242.1","DDA3937_RS18845","DZA65_RS19960","HGI48_RS18850"
"group_01131","WP_013317830.1","WP_192991231.1","WP_024105834.1","DDA3937_RS10195","DZA65_RS10645","HGI48_RS10225"
"group_01132","WP_033112020.1","WP_192989216.1","WP_024109127.1","DDA3937_RS16340","DZA65_RS17520","HGI48_RS16435"
"group_01133","WP_013317612.1","WP_161132747.1","WP_024108694.1","DDA3937_RS09185","DZA65_RS09530","HGI48_RS09225"
"group_01134","WP_013319755.1","WP_024107570.1","WP_024107570.1","DDA3937_RS19545","DZA65_RS20760","HGI48_RS19675"
"group_01135","WP_013320096.1","WP_192989863.1","WP_024109370.1","DDA3937_RS21275","DZA65_RS00025","HGI48_RS00035"
"group_01136","WP_139348426.1","WP_192991323.1","WP_162928391.1","DDA3937_RS10880","DZA65_RS11300","HGI48_RS10835"
"group_01137","WP_033112094.1","WP_024110226.1","WP_024107355.1","DDA3937_RS18465","DZA65_RS19535","HGI48_RS18395"
"group_01138","WP_013317990.1","WP_192991341.1","WP_024105982.1","DDA3937_RS10990","DZA65_RS11400","HGI48_RS10940"
"group_01139","WP_013318427.1","WP_192988790.1","WP_024106373.1","DDA3937_RS13075","DZA65_RS13610","HGI48_RS13140"
"group_01140","WP_013317162.1","WP_192990931.1","WP_024105460.1","DDA3937_RS07125","DZA65_RS08635","HGI48_RS08040"
"group_01141","WP_013317913.1","WP_192991286.1","WP_024108768.1","DDA3937_RS10615","DZA65_RS11095","HGI48_RS10615"
"group_01142","WP_033112052.1","WP_192989367.1","WP_024107175.1","DDA3937_RS17455","DZA65_RS18585","HGI48_RS17520"
"group_01143","WP_013317036.1","WP_192990720.1","WP_024105139.1","DDA3937_RS06560","DZA65_RS06960","HGI48_RS06605"
"group_01144","WP_013319650.1","WP_192989560.1","WP_024107474.1","DDA3937_RS18945","DZA65_RS20155","HGI48_RS19040"
"group_01145","WP_013318445.1","WP_192988801.1","WP_024106391.1","DDA3937_RS13170","DZA65_RS13710","HGI48_RS13235"
"group_01146","WP_013318691.1","WP_192988925.1","WP_024106581.1","DDA3937_RS14250","DZA65_RS14900","HGI48_RS14225"
"group_01147","WP_013318747.1","WP_192988958.1","WP_024106633.1","DDA3937_RS14505","DZA65_RS15410","HGI48_RS14475"
"group_01148","WP_033112175.1","WP_192989785.1","WP_024104037.1","DDA3937_RS00235","DZA65_RS22100","HGI48_RS21125"
"group_01149","WP_013317638.1","WP_192991102.1","WP_024105638.1","DDA3937_RS09295","DZA65_RS09625","HGI48_RS09320"
"group_01150","WP_013315734.1","WP_024104018.1","WP_024104018.1","DDA3937_RS00130","DZA65_RS22205","HGI48_RS21230"
"group_01151","WP_013318983.1","WP_029729679.1","WP_024106870.1","DDA3937_RS15620","DZA65_RS16795","HGI48_RS15715"
"group_01152","WP_013316233.1","WP_192990200.1","WP_024104473.1","DDA3937_RS02605","DZA65_RS02745","HGI48_RS02635"
"group_01153","WP_013315956.1","WP_192991379.1","WP_024104202.1","DDA3937_RS01270","DZA65_RS01300","HGI48_RS01255"
"group_01154","WP_013319098.1","WP_192989205.1","WP_024106968.1","DDA3937_RS16245","DZA65_RS17450","HGI48_RS16355"
"group_01155","WP_013316160.1","WP_192991389.1","WP_103415792.1","DDA3937_RS02260","DZA65_RS02355","HGI48_RS02215"
"group_01156","WP_013319355.1","WP_192989373.1","WP_024107187.1","DDA3937_RS17510","DZA65_RS18650","HGI48_RS17565"
"group_01157","WP_042318383.1","WP_192988617.1","WP_024106141.1","DDA3937_RS11820","DZA65_RS12395","HGI48_RS11850"
"group_01158","WP_013318600.1","WP_192990789.1","WP_024108963.1","DDA3937_RS13875","DZA65_RS14430","HGI48_RS07090"
"group_01159","WP_033112300.1","WP_192991455.1","WP_024105510.1","DDA3937_RS08510","DZA65_RS08965","HGI48_RS08675"
"group_01160","WP_013316647.1","WP_192990473.1","WP_024108321.1","DDA3937_RS04615","DZA65_RS04495","HGI48_RS04570"
"group_01161","WP_013319851.1","WP_192989673.1","WP_024110293.1","DDA3937_RS20030","DZA65_RS21220","HGI48_RS20175"
"group_01162","WP_013318525.1","WP_024106498.1","WP_024106498.1","DDA3937_RS13550","DZA65_RS14080","HGI48_RS13595"
"group_01163","WP_013318333.1","WP_192988730.1","WP_024106295.1","DDA3937_RS12625","DZA65_RS13145","HGI48_RS12690"
"group_01164","WP_033111785.1","WP_192991026.1","WP_024105528.1","DDA3937_RS08630","DZA65_RS09060","HGI48_RS08770"
"group_01165","WP_013318418.1","WP_192988783.1","WP_103415911.1","DDA3937_RS13030","DZA65_RS13565","HGI48_RS13095"
"group_01166","WP_013319452.1","WP_109105169.1","WP_024107266.1","DDA3937_RS17975","DZA65_RS19055","HGI48_RS17910"
"group_01167","WP_013316821.1","WP_192990601.1","WP_024104948.1","DDA3937_RS05465","DZA65_RS05850","HGI48_RS05525"
"group_01168","WP_013317827.1","WP_192991228.1","WP_024105831.1","DDA3937_RS10180","DZA65_RS10630","HGI48_RS10210"
"group_01169","WP_013317902.1","WP_192991280.1","WP_024105902.1","DDA3937_RS10560","DZA65_RS11040","HGI48_RS10560"
"group_01170","WP_033111765.1","WP_192990888.1","WP_162928374.1","DDA3937_RS08010","DZA65_RS08355","HGI48_RS07760"
"group_01171","WP_033111795.1","WP_192991049.1","WP_024105561.1","DDA3937_RS08840","DZA65_RS09225","HGI48_RS08910"
"group_01172","WP_013315983.1","WP_192990027.1","WP_024104220.1","DDA3937_RS01415","DZA65_RS01395","HGI48_RS01335"
"group_01173","WP_013317491.1","WP_192991025.1","WP_024108662.1","DDA3937_RS08625","DZA65_RS09055","HGI48_RS08765"
"group_01174","WP_013317729.1","WP_192991160.1","WP_024105719.1","DDA3937_RS09730","DZA65_RS10050","HGI48_RS09740"
"group_01175","WP_033111799.1","WP_192991059.1","WP_024105572.1","DDA3937_RS22775","DZA65_RS09280","HGI48_RS08975"
"group_01176","WP_013318115.1","WP_192988592.1","WP_103415971.1","DDA3937_RS11600","DZA65_RS12150","HGI48_RS11665"
"group_01177","WP_013319564.1","WP_024107366.1","WP_024107366.1","DDA3937_RS18520","DZA65_RS19580","HGI48_RS18445"
