"","X..feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","locus_tag","feature_interval_length","product_length","attributes","COG"
"1187","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",634175,635536,"+","","",NA,"","",9731998,"DDA3937_RS02875",1362,NA,"Dda3937_03548","carbohydrate transport and metabolism"
"1188","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",634175,635536,"+","WP_013316287.1","WP_013316287.1",NA,"MFS transporter","",9731998,"DDA3937_RS02875",1362,453,"","none"
"1189","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",635707,637098,"+","","",NA,"","uhpT",9731999,"DDA3937_RS02880",1392,NA,"Dda3937_03547","carbohydrate transport and metabolism"
"1190","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",635707,637098,"+","WP_013316288.1","WP_013316288.1",NA,"hexose-6-phosphate:phosphate antiporter","uhpT",9731999,"DDA3937_RS02880",1392,463,"","none"
"1191","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",637342,637818,"+","","",NA,"","spy",9732000,"DDA3937_RS02885",477,NA,"Dda3937_03546","postranslational modification, protein turnover, chaperones"
"1192","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",637342,637818,"+","WP_013316289.1","WP_013316289.1",NA,"ATP-independent periplasmic protein-refolding chaperone","spy",9732000,"DDA3937_RS02885",477,158,"","none"
"1193","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",638002,639051,"+","","",NA,"","apbE",9732001,"DDA3937_RS02890",1050,NA,"Dda3937_03545","coenzyme transport and metabolism"
"1194","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",638002,639051,"+","WP_013316290.1","WP_013316290.1",NA,"FAD:protein FMN transferase ApbE","apbE",9732001,"DDA3937_RS02890",1050,349,"","none"
"1195","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",639141,640835,"-","","",NA,"","",9732002,"DDA3937_RS02895",1695,NA,"Dda3937_03544","amino acid transport and metabolism"
"1196","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",639141,640835,"-","WP_033112207.1","WP_033112207.1",NA,"2-isopropylmalate synthase","",9732002,"DDA3937_RS02895",1695,564,"","none"
"1197","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",641116,641919,"+","","",NA,"","",9732003,"DDA3937_RS02900",804,NA,"Dda3937_03543","transcription"
"1198","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",641116,641919,"+","WP_013316292.1","WP_013316292.1",NA,"helix-turn-helix transcriptional regulator","",9732003,"DDA3937_RS02900",804,267,"","none"
"1199","gene","pseudogene","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",642588,645358,"+","","",NA,"","",23677393,"DDA3937_RS02905",2771,NA,"Dda3937_03542","none"
"1200","CDS","without_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",642588,645358,"+","","",NA,"flavocytochrome c","",23677393,"DDA3937_RS02905",2771,NA,"pseudo","none"
"1201","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",645429,646409,"+","","",NA,"","",9732005,"DDA3937_RS02910",981,NA,"Dda3937_03540","coenzyme transport and metabolism"
"1202","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",645429,646409,"+","WP_013316293.1","WP_013316293.1",NA,"FAD:protein FMN transferase","",9732005,"DDA3937_RS02910",981,326,"","none"
"1203","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",646422,647003,"-","","",NA,"","",9732006,"DDA3937_RS02915",582,NA,"Dda3937_03539","transcription"
"1204","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",646422,647003,"-","WP_013316294.1","WP_013316294.1",NA,"TetR/AcrR family transcriptional regulator","",9732006,"DDA3937_RS02915",582,193,"","none"
"1205","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",647097,648146,"-","","",NA,"","",9732007,"DDA3937_RS02920",1050,NA,"Dda3937_03538","general function prediction only"
"1206","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",647097,648146,"-","WP_013316295.1","WP_013316295.1",NA,"aldo/keto reductase","",9732007,"DDA3937_RS02920",1050,349,"","none"
"1207","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",648263,649129,"+","","",NA,"","",9732008,"DDA3937_RS02925",867,NA,"Dda3937_03537","general function prediction only"
"1208","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",648263,649129,"+","WP_033111584.1","WP_033111584.1",NA,"SDR family oxidoreductase","",9732008,"DDA3937_RS02925",867,288,"","none"
"1209","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",649142,649963,"+","","",NA,"","",9732009,"DDA3937_RS02930",822,NA,"Dda3937_03536","general function prediction only"
"1210","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",649142,649963,"+","WP_013316297.1","WP_013316297.1",NA,"oxidoreductase","",9732009,"DDA3937_RS02930",822,273,"","none"
"1211","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",650142,651143,"+","","",NA,"","",9732010,"DDA3937_RS02935",1002,NA,"Dda3937_03535","general function prediction only"
"1212","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",650142,651143,"+","WP_013316298.1","WP_013316298.1",NA,"NADP-dependent oxidoreductase","",9732010,"DDA3937_RS02935",1002,333,"","none"
"1213","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",651321,651396,"-","","",NA,"","",9732011,"DDA3937_RS02940",76,NA,"Dda3937_04281","none"
"1214","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",651321,651396,"-","","",NA,"tRNA-Ile","",9732011,"DDA3937_RS02940",76,NA,"CAT","none"
"1215","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",651660,653495,"-","","",NA,"","rpoD",9732012,"DDA3937_RS02945",1836,NA,"Dda3937_03534","transcription"
"1216","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",651660,653495,"-","WP_013316299.1","WP_013316299.1",NA,"RNA polymerase sigma factor RpoD","rpoD",9732012,"DDA3937_RS02945",1836,611,"","none"
"1217","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",653652,655406,"-","","",NA,"","dnaG",9732013,"DDA3937_RS02950",1755,NA,"Dda3937_03533","replication, recombination, and repair"
"1218","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",653652,655406,"-","WP_013316300.1","WP_013316300.1",NA,"DNA primase","dnaG",9732013,"DDA3937_RS02950",1755,584,"","none"
"1219","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",655534,655749,"-","","",NA,"","rpsU",9732014,"DDA3937_RS02955",216,NA,"Dda3937_03532","translation, ribosomal structure, and biogenesis"
"1220","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",655534,655749,"-","WP_001144069.1","WP_001144069.1",NA,"30S ribosomal protein S21","rpsU",9732014,"DDA3937_RS02955",216,71,"","none"
"1221","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",655996,657009,"+","","",NA,"","tsaD",9732015,"DDA3937_RS02960",1014,NA,"Dda3937_03531","translation, ribosomal structure, and biogenesis"
"1222","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",655996,657009,"+","WP_013316301.1","WP_013316301.1",NA,"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD","tsaD",9732015,"DDA3937_RS02960",1014,337,"","none"
"1223","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",657055,657525,"-","","",NA,"","argR",9732016,"DDA3937_RS02965",471,NA,"Dda3937_03530","transcription"
"1224","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",657055,657525,"-","WP_013316302.1","WP_013316302.1",NA,"transcriptional regulator ArgR","argR",9732016,"DDA3937_RS02965",471,156,"","none"
"1225","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",658016,658957,"+","","",NA,"","mdh",9732017,"DDA3937_RS02970",942,NA,"Dda3937_03529","energy production and conversions"
"1226","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",658016,658957,"+","WP_013316303.1","WP_013316303.1",NA,"malate dehydrogenase","mdh",9732017,"DDA3937_RS02970",942,313,"","none"
"1227","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",659028,659309,"-","","",NA,"","",30316577,"DDA3937_RS21855",282,NA,"Dda3937_03528","transcription"
"1228","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",659028,659309,"-","WP_013316304.1","WP_013316304.1",NA,"helix-turn-helix domain-containing protein","",30316577,"DDA3937_RS21855",282,93,"","none"
"1229","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",659498,659884,"+","","",NA,"","",9732019,"DDA3937_RS02975",387,NA,"Dda3937_03527","none"
"1230","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",659498,659884,"+","WP_013316305.1","WP_013316305.1",NA,"putative DNA-binding transcriptional regulator","",9732019,"DDA3937_RS02975",387,128,"","none"
"1231","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",660110,660484,"+","","",NA,"","",23677394,"DDA3937_RS02980",375,NA,"Dda3937_03526","none"
"1232","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",660110,660484,"+","WP_033112208.1","WP_033112208.1",NA,"putative DNA-binding transcriptional regulator","",23677394,"DDA3937_RS02980",375,124,"","none"
"1233","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",660486,661457,"-","","",NA,"","ispB",9732021,"DDA3937_RS02985",972,NA,"Dda3937_03525","coenzyme transport and metabolism"
"1234","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",660486,661457,"-","WP_013316307.1","WP_013316307.1",NA,"octaprenyl diphosphate synthase","ispB",9732021,"DDA3937_RS02985",972,323,"","none"
"1235","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",661717,662028,"+","","",NA,"","rplU",9732022,"DDA3937_RS02990",312,NA,"Dda3937_04463","translation, ribosomal structure, and biogenesis"
"1236","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",661717,662028,"+","WP_013316308.1","WP_013316308.1",NA,"50S ribosomal protein L21","rplU",9732022,"DDA3937_RS02990",312,103,"","none"
"1237","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",662048,662305,"+","","",NA,"","rpmA",9732023,"DDA3937_RS02995",258,NA,"Dda3937_02354","translation, ribosomal structure, and biogenesis"
"1238","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",662048,662305,"+","WP_012771136.1","WP_012771136.1",NA,"50S ribosomal protein L27","rpmA",9732023,"DDA3937_RS02995",258,85,"","none"
"1239","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",662446,663390,"+","","",NA,"","",9732024,"DDA3937_RS03000",945,NA,"Dda3937_02353","none"
"1240","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",662446,663390,"+","WP_013316309.1","WP_013316309.1",NA,"DMT family transporter","",9732024,"DDA3937_RS03000",945,314,"","none"
"1241","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",663648,664823,"+","","",NA,"","cgtA",9732025,"DDA3937_RS03005",1176,NA,"Dda3937_02352","replication, recombination, and repair"
"1242","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",663648,664823,"+","WP_013316310.1","WP_013316310.1",NA,"Obg family GTPase CgtA","cgtA",9732025,"DDA3937_RS03005",1176,391,"","none"
"1243","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",664929,666362,"-","","",NA,"","dacB",9732026,"DDA3937_RS03010",1434,NA,"Dda3937_02351","cell wall/membrane/envelope biogenesis"
"1244","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",664929,666362,"-","WP_013316311.1","WP_013316311.1",NA,"serine-type D-Ala-D-Ala carboxypeptidase","dacB",9732026,"DDA3937_RS03010",1434,477,"","none"
"1245","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",666628,667104,"+","","",NA,"","greA",9732027,"DDA3937_RS03015",477,NA,"Dda3937_02350","transcription"
"1246","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",666628,667104,"+","WP_013316312.1","WP_013316312.1",NA,"transcription elongation factor GreA","greA",9732027,"DDA3937_RS03015",477,158,"","none"
"1247","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",667230,667523,"-","","",NA,"","yhbY",9732028,"DDA3937_RS03020",294,NA,"Dda3937_02349","translation, ribosomal structure, and biogenesis"
"1248","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",667230,667523,"-","WP_013316313.1","WP_013316313.1",NA,"ribosome assembly RNA-binding protein YhbY","yhbY",9732028,"DDA3937_RS03020",294,97,"","none"
"1249","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",667682,668311,"+","","",NA,"","rlmE",9732029,"DDA3937_RS03025",630,NA,"Dda3937_02348","translation, ribosomal structure, and biogenesis"
"1250","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",667682,668311,"+","WP_013316314.1","WP_013316314.1",NA,"23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE","rlmE",9732029,"DDA3937_RS03025",630,209,"","none"
"1251","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",668359,670311,"+","","",NA,"","ftsH",9732030,"DDA3937_RS03030",1953,NA,"Dda3937_02347","postranslational modification, protein turnover, chaperones"
"1252","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",668359,670311,"+","WP_071604495.1","WP_071604495.1",NA,"ATP-dependent zinc metalloprotease FtsH","ftsH",9732030,"DDA3937_RS03030",1953,650,"","none"
"1253","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",670418,671251,"+","","",NA,"","folP",9732031,"DDA3937_RS03035",834,NA,"Dda3937_02346","coenzyme transport and metabolism"
"1254","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",670418,671251,"+","WP_033111585.1","WP_033111585.1",NA,"dihydropteroate synthase","folP",9732031,"DDA3937_RS03035",834,277,"","none"
"1255","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",671260,672597,"+","","",NA,"","glmM",9732032,"DDA3937_RS03040",1338,NA,"Dda3937_02345","carbohydrate transport and metabolism"
"1256","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",671260,672597,"+","WP_013316317.1","WP_013316317.1",NA,"phosphoglucosamine mutase","glmM",9732032,"DDA3937_RS03040",1338,445,"","none"
"1257","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",672899,673234,"+","","",NA,"","secG",9732034,"DDA3937_RS03045",336,NA,"Dda3937_02344","intracellular trafficking, secretion, and vesicular transport"
"1258","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",672899,673234,"+","WP_013316319.1","WP_013316319.1",NA,"preprotein translocase subunit SecG","secG",9732034,"DDA3937_RS03045",336,111,"","none"
"1259","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",673295,673381,"+","","",NA,"","",9732035,"DDA3937_RS03050",87,NA,"Dda3937_04254","none"
"1260","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",673295,673381,"+","","",NA,"tRNA-Leu","",9732035,"DDA3937_RS03050",87,NA,"GAG","none"
"1261","gene","tRNA","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",673441,673517,"+","","",NA,"","",9732036,"DDA3937_RS03055",77,NA,"Dda3937_04255","none"
"1262","tRNA","","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",673441,673517,"+","","",NA,"tRNA-Met","",9732036,"DDA3937_RS03055",77,NA,"CAT","none"
"1263","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",673736,674188,"+","","",NA,"","rimP",9732037,"DDA3937_RS03060",453,NA,"Dda3937_02343","translation, ribosomal structure, and biogenesis"
"1264","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",673736,674188,"+","WP_013316320.1","WP_013316320.1",NA,"ribosome maturation factor RimP","rimP",9732037,"DDA3937_RS03060",453,150,"","none"
"1265","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",674210,675700,"+","","",NA,"","nusA",9732038,"DDA3937_RS03065",1491,NA,"Dda3937_02342","transcription"
"1266","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",674210,675700,"+","WP_013316321.1","WP_013316321.1",NA,"transcription termination/antitermination protein NusA","nusA",9732038,"DDA3937_RS03065",1491,496,"","none"
"1267","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",675726,678443,"+","","",NA,"","infB",9732039,"DDA3937_RS03070",2718,NA,"Dda3937_02341","translation, ribosomal structure, and biogenesis"
"1268","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",675726,678443,"+","WP_013316322.1","WP_013316322.1",NA,"translation initiation factor IF-2","infB",9732039,"DDA3937_RS03070",2718,905,"","none"
"1269","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",678518,678919,"+","","",NA,"","rbfA",9732040,"DDA3937_RS03075",402,NA,"Dda3937_02340","translation, ribosomal structure, and biogenesis"
