	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23	Pectobacterium_carotovorum_WPP14
group_01324	WP_013319052.1	WP_024106929.1	WP_024106929.1	WP_010299580.1
group_01325	WP_013315976.1	WP_192990023.1	WP_024104213.1	WP_010300281.1
group_01326	WP_013319007.1	WP_192989154.1	WP_024106892.1	WP_010302495.1
group_01327	WP_013317986.1	WP_192991337.1	WP_024105978.1	WP_010304664.1
group_01328	WP_013319913.1	WP_192989963.1	WP_046830427.1	WP_010298607.1
group_01329	WP_033111840.1	WP_192991239.1	WP_024105850.1	WP_010295248.1
group_01330	WP_033112316.1	WP_192991248.1	WP_024105863.1	WP_010295233.1
group_01331	WP_013316141.1	WP_192990127.1	WP_024108137.1	WP_010302339.1
group_01332	WP_013318275.1	WP_192988703.1	WP_024106245.1	WP_029367782.1
group_01333	WP_013318068.1	WP_024106043.1	WP_024106043.1	WP_010299968.1
group_01334	WP_013317403.1	WP_109104972.1	WP_024107405.1	WP_010298463.1
group_01335	WP_013316309.1	WP_192990278.1	WP_024104582.1	WP_010302546.1
group_01336	WP_013316329.1	WP_192990284.1	WP_024104600.1	WP_010300022.1
group_01337	WP_013316605.1	WP_192990446.1	WP_024104749.1	WP_010301368.1
group_01338	WP_013319827.1	WP_192989659.1	WP_024107627.1	WP_010294551.1
group_01339	WP_013319558.1	WP_024107360.1	WP_024107360.1	WP_010300546.1
group_01340	WP_033112118.1	WP_192989615.1	WP_024110273.1	WP_010305962.1
group_01341	WP_033111612.1	WP_192990356.1	WP_024104715.1	WP_029368661.1
group_01342	WP_013317993.1	WP_103415882.1	WP_103415882.1	WP_010304650.1
group_01343	WP_013316326.1	WP_024104597.1	WP_024104597.1	WP_010279700.1
group_01344	WP_013316915.1	WP_024105030.1	WP_024105030.1	WP_010301311.1
group_01345	WP_081441353.1	WP_192988569.1	WP_024106052.1	WP_010297834.1
group_01346	WP_013316833.1	WP_192990612.1	WP_024108447.1	WP_010299087.1
group_01347	WP_013318436.1	WP_192988796.1	WP_024106382.1	WP_010297220.1
group_01348	WP_013316303.1	WP_192990276.1	WP_024104577.1	WP_010308332.1
group_01349	WP_013316720.1	WP_192990529.1	WP_024104847.1	WP_010299695.1
group_01350	WP_013317507.1	WP_192991031.1	WP_024105537.1	WP_010297616.1
group_01351	WP_013317924.1	WP_192991294.1	WP_024105922.1	WP_010296073.1
group_01352	WP_033112141.1	WP_161131589.1	WP_024107763.1	WP_014913736.1
group_01353	WP_013318694.1	WP_192988927.1	WP_024109014.1	WP_010295351.1
group_01354	WP_013315861.1	WP_192989724.1	WP_024108071.1	WP_010303205.1
group_01355	WP_033111846.1	WP_192991270.1	WP_024105888.1	WP_165572337.1
group_01356	WP_013316639.1	WP_192990468.1	WP_024108318.1	WP_010305902.1
group_01357	WP_013318994.1	WP_192991535.1	WP_072145077.1	WP_010301175.1
group_01358	WP_013316366.1	WP_024104639.1	WP_024104639.1	WP_010301830.1
group_01359	WP_033111917.1	WP_192988719.1	WP_024106269.1	WP_010299376.1
group_01360	WP_013318521.1	WP_024106494.1	WP_024106494.1	WP_014915918.1
group_01361	WP_013318423.1	WP_192988787.1	WP_024106370.1	WP_010297267.1
group_01362	WP_013316394.1	WP_192990322.1	WP_024104668.1	WP_010307501.1
group_01363	WP_033112126.1	WP_161132514.1	WP_024107623.1	WP_010294539.1
group_01364	WP_013316810.1	WP_192990593.1	WP_024104937.1	WP_010298513.1
group_01365	WP_013317385.1	WP_192990905.1	WP_024105427.1	WP_010299951.1
group_01366	WP_013319732.1	WP_192989593.1	WP_024107550.1	WP_010297039.1
group_01367	WP_033112228.1	WP_192990456.1	WP_103415925.1	WP_010301418.1
group_01368	WP_013317866.1	WP_013317866.1	WP_013317866.1	WP_010295220.1
group_01369	WP_013317629.1	WP_161132754.1	WP_024105631.1	WP_010294758.1
group_01370	WP_013318792.1	WP_192988987.1	WP_024106670.1	WP_010303087.1
group_01371	WP_013319821.1	WP_161132515.1	WP_024107622.1	WP_010294537.1
group_01372	WP_013317245.1	WP_192990829.1	WP_024105267.1	WP_010298718.1
group_01373	WP_013316643.1	WP_161132241.1	WP_024104779.1	WP_010309548.1
group_01374	WP_013318736.1	WP_161131637.1	WP_024106623.1	WP_039532293.1
group_01375	WP_033111588.1	WP_192990296.1	WP_024104626.1	WP_010308220.1
group_01376	WP_033111895.1	WP_192990766.1	WP_024105213.1	WP_010298743.1
group_01377	WP_013319514.1	WP_192989459.1	WP_024107319.1	WP_010299765.1
group_01378	WP_013317460.1	WP_192991009.1	WP_024105505.1	WP_161502619.1
group_01379	WP_013317890.1	WP_192991271.1	WP_024105890.1	WP_010295189.1
group_01380	WP_013316586.1	WP_024104736.1	WP_024104736.1	WP_010302009.1
group_01381	WP_033111918.1	WP_024106281.1	WP_024106281.1	WP_010302307.1
group_01382	WP_013319061.1	WP_161138335.1	WP_024109120.1	WP_010308859.1
group_01383	WP_013317674.1	WP_192991124.1	WP_024105668.1	WP_010306642.1
group_01384	WP_033112074.1	WP_192989403.1	WP_103415639.1	WP_010295158.1
group_01385	WP_013316347.1	WP_192991399.1	WP_024108226.1	WP_029369123.1
group_01386	WP_193345741.1	WP_192991106.1	WP_024108702.1	WP_174435942.1
group_01387	WP_013315720.1	WP_024104002.1	WP_024104002.1	WP_010300121.1
group_01388	WP_013317911.1	WP_024105911.1	WP_024105911.1	WP_010296111.1
group_01389	WP_013317731.1	WP_192991162.1	WP_024105721.1	WP_010277135.1
group_01390	WP_013317298.1	WP_192990854.1	WP_103415746.1	WP_010297638.1
group_01391	WP_013315880.1	WP_024104139.1	WP_024104139.1	WP_010306858.1
group_01392	WP_013317741.1	WP_192991172.1	WP_024105733.1	WP_010305281.1
group_01393	WP_013316281.1	WP_192990225.1	WP_024108204.1	WP_010282967.1
group_01394	WP_013319426.1	WP_192989408.1	WP_103415647.1	WP_010300385.1
group_01395	WP_042318710.1	WP_192991577.1	WP_103415862.1	WP_029367570.1
group_01396	WP_013317711.1	WP_192991147.1	WP_024105701.1	WP_010295051.1
group_01397	WP_013319948.1	WP_192989947.1	WP_024107740.1	WP_010300711.1
group_01398	WP_081441322.1	WP_192991381.1	WP_071598798.1	WP_010296617.1
group_01399	WP_013315722.1	WP_161131937.1	WP_024104004.1	WP_010300124.1
group_01400	WP_012769686.1	WP_192988562.1	WP_024106042.1	WP_005968854.1
group_01401	WP_033111519.1	WP_192989709.1	WP_024104151.1	WP_039474905.1
group_01402	WP_013317691.1	WP_192991464.1	WP_024105683.1	WP_010306411.1
group_01403	WP_013317029.1	WP_192990717.1	WP_024108502.1	WP_010299223.1
group_01404	WP_013317086.1	WP_192990745.1	WP_024108526.1	WP_010296806.1
group_01405	WP_013317075.1	WP_161131484.1	WP_024108517.1	WP_010296766.1
group_01406	WP_033111740.1	WP_192990813.1	WP_103415736.1	WP_010285882.1
group_01407	WP_013316050.1	WP_192990059.1	WP_024104277.1	WP_010297432.1
group_01408	WP_013317357.1	WP_024105405.1	WP_024108628.1	WP_010296914.1
group_01409	WP_013315841.1	WP_161132039.1	WP_103415856.1	WP_010306557.1
group_01410	WP_013317794.1	WP_192991210.1	WP_024105805.1	WP_010309228.1
group_01411	WP_013317094.1	WP_192990752.1	WP_024108527.1	WP_039473657.1
group_01412	WP_013315753.1	WP_192989786.1	WP_024104036.1	WP_010307211.1
group_01413	WP_033111599.1	WP_192990323.1	WP_024104669.1	WP_039470781.1
group_01414	WP_013319949.1	WP_192989946.1	WP_024107741.1	WP_010300708.1
group_01415	WP_013317627.1	WP_192991097.1	WP_024108695.1	WP_010294762.1
group_01416	WP_013316261.1	WP_024104488.1	WP_024104488.1	WP_029369015.1
group_01417	WP_013316623.1	WP_024104761.1	WP_024104761.1	WP_029368378.1
group_01418	WP_013316867.1	WP_024104991.1	WP_024108455.1	WP_010303014.1
group_01419	WP_013316393.1	WP_192990321.1	WP_024104667.1	WP_010307505.1
group_01420	WP_033111995.1	WP_192989124.1	WP_024106847.1	WP_180890142.1
group_01421	WP_033112077.1	WP_103415642.1	WP_103415642.1	WP_010300362.1
group_01422	WP_013317496.1	WP_192991030.1	WP_024108665.1	WP_039532700.1
group_01423	WP_013316267.1	WP_192990214.1	WP_024104494.1	WP_010298847.1
group_01424	WP_013316656.1	WP_192990479.1	WP_024104789.1	WP_010296365.1
group_01425	WP_013316411.1	WP_024104683.1	WP_024104683.1	WP_117590536.1
group_01426	WP_013316174.1	WP_161132275.1	WP_024104407.1	WP_029367584.1
group_01427	WP_013318952.1	WP_161132322.1	WP_024106843.1	WP_180890143.1
group_01428	WP_033111971.1	WP_192989002.1	WP_024106690.1	WP_010300163.1
group_01429	WP_013316632.1	WP_192990461.1	WP_024104770.1	WP_010305871.1
group_01430	WP_013319651.1	WP_192989561.1	WP_024107475.1	WP_010295506.1
group_01431	WP_013319870.1	WP_192989690.1	WP_024107667.1	WP_010294660.1
group_01432	WP_013315913.1	WP_192989698.1	WP_024108083.1	WP_180890192.1
group_01433	WP_013317867.1	WP_192991253.1	WP_024105869.1	WP_010295218.1
group_01434	WP_013318800.1	WP_192988991.1	WP_024109043.1	WP_010302946.1
group_01435	WP_013316058.1	WP_192990067.1	WP_103415811.1	WP_039535715.1
group_01436	WP_013316460.1	WP_192990357.1	WP_024104716.1	WP_010304713.1
group_01437	WP_013317855.1	WP_192991247.1	WP_024105861.1	WP_010295235.1
group_01438	WP_033111823.1	WP_192991146.1	WP_024105700.1	WP_010295054.1
group_01439	WP_013320092.1	WP_192989866.1	WP_024109367.1	WP_010296540.1
group_01440	WP_013316979.1	WP_192990681.1	WP_024108487.1	WP_010298789.1
group_01441	WP_162467706.1	WP_192991401.1	WP_161128746.1	WP_010297079.1
group_01442	WP_013318869.1	WP_192989059.1	WP_024106733.1	WP_010307420.1
group_01443	WP_013319767.1	WP_192989619.1	WP_103415765.1	WP_010305989.1
group_01444	WP_081441348.1	WP_192991376.1	WP_103415767.1	WP_010300784.1
group_01445	WP_013316170.1	WP_161132402.1	WP_024104297.1	WP_010296196.1
group_01446	WP_013317363.1	WP_192990895.1	WP_024105410.1	WP_010296898.1
group_01447	WP_013317639.1	WP_192991103.1	WP_024105639.1	WP_010294747.1
group_01448	WP_013319448.1	WP_192991552.1	WP_024107262.1	WP_010297953.1
group_01449	WP_013316173.1	WP_192990149.1	WP_024104406.1	WP_010296204.1
group_01450	WP_013319485.1	WP_192989437.1	WP_024107296.1	WP_029367632.1
group_01451	WP_013320059.1	WP_192989882.1	WP_024109356.1	WP_010296559.1
group_01452	WP_013316003.1	WP_013316003.1	WP_013316003.1	WP_010296630.1
group_01453	WP_013318109.1	WP_192988585.1	WP_024106095.1	WP_029368489.1
group_01454	WP_013316042.1	WP_192990054.1	WP_024104270.1	WP_010296722.1
group_01455	WP_013318501.1	WP_192988827.1	WP_024106475.1	WP_010301676.1
group_01456	WP_013316143.1	WP_192990129.1	WP_024104379.1	WP_010302325.1
group_01457	WP_013317022.1	WP_192990709.1	WP_024105124.1	WP_010299194.1
group_01458	WP_013319829.1	WP_192989661.1	WP_024107629.1	WP_039277685.1
group_01459	WP_013317989.1	WP_192991340.1	WP_024105981.1	WP_010304658.1
group_01460	WP_013316943.1	WP_192990657.1	WP_024108483.1	WP_010301562.1
group_01461	WP_139348394.1	WP_192991556.1	WP_024109237.1	WP_010295616.1
group_01462	WP_013316721.1	WP_192990530.1	WP_024104848.1	WP_010299697.1
group_01463	WP_013315842.1	WP_024104105.1	WP_024104105.1	WP_010306553.1
group_01464	WP_013318738.1	WP_192988950.1	WP_024106625.1	WP_080753810.1
group_01465	WP_033111656.1	WP_192990483.1	WP_024104795.1	WP_010305511.1
group_01466	WP_013318065.1	WP_192988560.1	WP_024108910.1	WP_010299379.1
group_01467	WP_013315845.1	WP_024104108.1	WP_024104108.1	WP_010306541.1
group_01468	WP_013318567.1	WP_192990807.1	WP_024106417.1;WP_024108336.1	None
group_01469	WP_013316180.1	WP_192990154.1	WP_024104412.1	WP_029367586.1
group_01470	WP_013318407.1	WP_192988775.1	WP_024108877.1	WP_029367843.1
group_01471	WP_013320028.1	WP_046830422.1	WP_103415817.1	WP_010296590.1
group_01472	WP_013317842.1	WP_192991238.1	WP_024105849.1	WP_010295249.1
group_01473	WP_033112244.1	WP_024104970.1	WP_024104970.1	WP_010282097.1
group_01474	WP_013320013.1	WP_024107806.1	WP_024107806.1	WP_010300820.1
group_01475	WP_013318761.1	WP_192988966.1	WP_024109031.1	WP_039507869.1
group_01476	WP_013317853.1	WP_192991245.1	WP_024105859.1	WP_010295237.1
group_01477	WP_013317987.1	WP_192991338.1	WP_024105979.1	WP_010274945.1
group_01478	WP_013315857.1	WP_161132032.1	WP_024104123.1	WP_010303217.1
group_01479	WP_013316606.1	WP_192990447.1	WP_103415928.1	WP_010301380.1
group_01480	WP_013315891.1	WP_192989710.1	WP_024104150.1	WP_010299311.1
group_01481	WP_013319753.1	WP_192989611.1	WP_024107568.1	WP_010297115.1
group_01482	WP_013317717.1	WP_192991152.1	WP_024105706.1	WP_010277178.1
group_01483	WP_013320135.1	WP_192989837.1	WP_024107906.1	WP_039508259.1
group_01484	WP_013319935.1	WP_024107727.1	WP_024107727.1	WP_010300742.1
group_01485	WP_033112106.1	WP_192989575.1	WP_024107498.1	WP_010309851.1
group_01486	WP_171849480.1	WP_192988651.1	WP_035044709.1	WP_029368827.1
group_01487	WP_033111745.1	WP_024109817.1	WP_024105269.1	WP_010298416.1
group_01488	WP_013318526.1	WP_024106499.1	WP_024106499.1	WP_014915923.1
group_01489	WP_013318252.1	WP_192988687.1	WP_024106223.1	WP_010295923.1
group_01490	WP_013319445.1	WP_029729742.1	WP_024107258.1	WP_180890097.1
group_01491	WP_013317811.1	WP_024105821.1	WP_024105821.1	WP_010275858.1
group_01492	WP_033112134.1	WP_024107678.1	WP_024107678.1	WP_010294681.1
group_01493	WP_013315803.1	WP_192989761.1	WP_024104076.1	WP_039363567.1
group_01494	WP_033112122.1	WP_192989652.1	WP_024107615.1	WP_010294521.1
group_01495	WP_033111691.1	WP_024108466.1	WP_024105013.1	WP_010301265.1
group_01496	WP_013318089.1	WP_024106062.1	WP_024108911.1	WP_010297866.1
group_01497	WP_013319049.1	WP_192989182.1	WP_024106926.1	WP_010299569.1
group_01498	WP_013320156.1	WP_024109389.1	WP_024109389.1	WP_005976554.1
group_01499	WP_013319781.1	WP_192989629.1	WP_024107594.1	WP_039541713.1
group_01500	WP_013316298.1	WP_192988890.1	WP_024104816.1	WP_010304773.1
group_01501	WP_013317645.1	WP_192991108.1	WP_024105645.1	WP_029367288.1
group_01502	WP_107768429.1	WP_192990070.1	WP_024104289.1	WP_080762719.1
group_01503	WP_042318723.1	WP_192991392.1	WP_103415667.1	WP_010296301.1
group_01504	WP_013318773.1	WP_192988975.1	WP_024109034.1	WP_010302902.1
group_01505	WP_013317932.1	WP_192991298.1	WP_024105928.1	WP_010296044.1
group_01506	WP_013319895.1	WP_192989980.1	WP_103415773.1	WP_010298658.1
group_01507	WP_013319701.1	WP_012886343.1	WP_012886343.1	WP_010286179.1
group_01508	WP_013316756.1	WP_024104881.1	WP_024108427.1	WP_010296412.1
group_01509	WP_013317247.1	WP_192990830.1	WP_024105268.1	WP_010298413.1
group_01510	WP_013319607.1	WP_192989518.1	WP_024107419.1	WP_029367491.1
group_01511	WP_013319062.1	WP_024106937.1	WP_024106937.1	WP_010308862.1
group_01512	WP_033111585.1	WP_024108208.1	WP_024108208.1	WP_010302567.1
group_01513	WP_013317054.1	WP_192990729.1	WP_024105154.1	WP_010302773.1
group_01514	WP_013318433.1	WP_192988794.1	WP_024106379.1	WP_010297231.1
group_01515	WP_013319025.1	WP_192989173.1	WP_024106908.1	WP_010299496.1
group_01516	WP_013319962.1	WP_192989929.1	WP_024107764.1	WP_010300687.1
group_01517	WP_013318058.1	WP_024106031.1	WP_024106031.1	WP_010299943.1
group_01518	WP_013316044.1	WP_192990055.1	WP_024104271.1	WP_010310535.1
group_01519	WP_013320132.1	WP_161131917.1	WP_024107904.1	WP_010681432.1
group_01520	WP_013317732.1	WP_192991163.1	WP_024105722.1	WP_010305320.1
group_01521	WP_033112135.1	WP_192989965.1	WP_024107708.1	WP_010298620.1
group_01522	WP_013316012.1	WP_192990040.1	WP_024104246.1	WP_039507267.1
group_01523	WP_013318653.1	WP_192988901.1	WP_024106550.1	WP_010295292.1
group_01524	WP_033111696.1	WP_192991417.1	WP_024105029.1	WP_146619642.1
group_01525	WP_013319462.1	WP_192991553.1	WP_024107275.1	WP_029367884.1
group_01526	WP_013315721.1	WP_161131936.1	WP_024104003.1	WP_005976509.1
group_01527	WP_033111924.1	WP_161132596.1	WP_024106310.1	WP_010309611.1
group_01528	WP_013316920.1	WP_192990645.1	WP_024105037.1	WP_010307439.1
group_01529	WP_013315858.1	WP_161132090.1	WP_024108068.1	WP_039491922.1
group_01530	WP_013319169.1	WP_192989245.1	WP_024107023.1	WP_010306060.1
group_01531	WP_171849882.1	WP_192991545.1	WP_024107099.1	WP_010309148.1
group_01532	WP_013316751.1	WP_024104876.1	WP_024104876.1	WP_010296401.1
group_01533	WP_013318076.1	WP_192988568.1	WP_024106051.1	WP_010297831.1
group_01534	WP_013319512.1	WP_024107317.1	WP_024107317.1	WP_039470003.1
group_01535	WP_033111873.1	WP_192991476.1	WP_024108908.1	WP_010299947.1
group_01536	WP_013319002.1	WP_024106887.1	WP_024106887.1	WP_029368520.1
group_01537	WP_013318757.1	WP_192988963.1	WP_024106639.1	WP_010309930.1
group_01538	WP_013317662.1	WP_192991118.1	WP_024108709.1	WP_010307328.1
group_01539	WP_013316013.1	WP_024104247.1	WP_024104247.1	WP_010296654.1
group_01540	WP_013318970.1	WP_024106858.1	WP_024106858.1	WP_010307860.1
group_01541	WP_013318296.1	WP_192988713.1	WP_024106261.1	WP_010295823.1
group_01542	WP_013319671.1	WP_192989570.1	WP_024107491.1	WP_010310516.1
group_01543	WP_013319754.1	WP_192989612.1	WP_024107569.1	WP_039541632.1
group_01544	WP_013317882.1	WP_192991264.1	WP_024105882.1	WP_161502538.1
group_01545	WP_013319276.1	WP_024107117.1	WP_024107117.1	WP_010305143.1
group_01546	WP_013316744.1	WP_192990541.1	WP_024104869.1	WP_010296387.1
group_01547	WP_013319951.1	WP_192989944.1	WP_024107743.1	WP_010300703.1
group_01548	WP_013319915.1	WP_013319915.1	WP_013319915.1	WP_010283739.1
group_01549	WP_013315944.1	WP_192990010.1	WP_024104191.1	WP_010301758.1
group_01550	WP_013318811.1	WP_192988999.1	WP_024106686.1	WP_010300147.1
group_01551	WP_013316988.1	WP_192990687.1	WP_024105094.1	WP_010298811.1
group_01552	WP_033112004.1	WP_192989150.1	WP_024109101.1	WP_010302478.1
group_01553	WP_013317957.1	WP_192991314.1	WP_024105946.1	WP_010302407.1
group_01554	WP_013316140.1	WP_192990126.1	WP_024108136.1	WP_010302336.1
group_01555	WP_013316733.1	WP_192990537.1	WP_024108422.1	WP_010296340.1
group_01556	WP_013316350.1	WP_192990297.1	WP_024104627.1	WP_010308223.1
group_01557	WP_033111927.1	WP_192988751.1	WP_024106324.1	WP_010297774.1
group_01558	WP_013315782.1	WP_192989769.1	WP_024104059.1	WP_010296923.1
group_01559	WP_033111984.1	WP_024110093.1	WP_024106744.1	WP_010300948.1
group_01560	WP_033112029.1	WP_161132005.1	WP_024107038.1	WP_010306980.1
group_01561	WP_033112081.1	WP_192989405.1	WP_103415644.1	WP_010300367.1
group_01562	WP_013318329.1	WP_192988729.1	WP_024106292.1	WP_010302275.1
group_01563	WP_013319932.1	WP_161131610.1	WP_024107725.1	WP_161509954.1
group_01564	WP_013316749.1	WP_192990543.1	WP_024104874.1	WP_010296399.1
group_01565	WP_013319522.1	WP_024107327.1	WP_024107327.1	WP_010306698.1
group_01566	WP_013318657.1	WP_192988904.1	WP_024106554.1	WP_029367405.1
group_01567	WP_013318429.1	WP_192988791.1	WP_024106375.1	WP_010297243.1
group_01568	WP_033111996.1	WP_192989125.1	WP_024106848.1	WP_010307843.1
group_01569	WP_013316665.1	WP_192990485.1	WP_024104798.1	WP_051982089.1
group_01570	WP_013319507.1	WP_192989454.1	WP_024107313.1	WP_010299749.1
group_01571	WP_013317680.1	WP_192991127.1	WP_024105674.1	WP_010306623.1
group_01572	WP_013317988.1	WP_192991339.1	WP_024105980.1	WP_010304662.1
group_01573	WP_013317757.1	WP_192991183.1	WP_029729456.1	WP_010309622.1
group_01574	WP_013318298.1	WP_024106263.1	WP_024106263.1	WP_010276730.1
group_01575	WP_013316760.1	WP_024108430.1	WP_024108430.1	WP_010296426.1
group_01576	WP_033111607.1	WP_161132134.1	WP_024108258.1	WP_010296832.1
group_01577	WP_013319178.1	WP_192989253.1	WP_024107031.1	WP_010306956.1
group_01578	WP_013317450.1	WP_192991003.1	WP_024105495.1	WP_010307981.1
group_01579	WP_013319070.1	WP_192989189.1	WP_103415916.1	WP_010309448.1
group_01580	WP_013319219.1	WP_024107067.1	WP_024107067.1	WP_010299810.1
group_01581	WP_033112035.1	WP_192989297.1	WP_024107094.1	WP_010305830.1
group_01582	WP_013317725.1	WP_024105715.1	WP_024105715.1	WP_010301049.1
group_01583	WP_013318042.1	WP_024106015.1	WP_024106015.1	WP_010299911.1
group_01584	WP_013317055.1	WP_192990730.1	WP_024105156.1	WP_010309944.1
group_01585	WP_013317533.1	WP_192991046.1	WP_024105558.1	WP_010294855.1
group_01586	WP_013319257.1	WP_192989301.1	WP_024107100.1	WP_010309153.1
group_01587	WP_013319608.1	WP_192989519.1	WP_024107420.1	WP_010295607.1
group_01588	WP_013317715.1	WP_192991150.1	WP_024105704.1	WP_010301074.1
group_01589	WP_013318656.1	WP_161131665.1	WP_024106553.1	WP_010295297.1
group_01590	WP_013318771.1	WP_192988974.1	WP_024106654.1	WP_010298591.1
group_01591	WP_013319072.1	WP_192989191.1	WP_024106947.1	WP_029369129.1
group_01592	WP_013317786.1	WP_192991206.1	WP_024105800.1	WP_010306773.1
group_01593	WP_033111859.1	WP_192991324.1	WP_024108789.1	WP_029368106.1
group_01594	WP_013318299.1	WP_024106264.1	WP_024106264.1	WP_010276729.1
group_01595	WP_013319655.1	WP_024107479.1	WP_024107479.1	WP_010295519.1
group_01596	WP_013319412.1	WP_192989404.1	WP_103415641.1	WP_010300359.1
group_01597	WP_013315953.1	WP_024104199.1	WP_024104199.1	WP_010300226.1
group_01598	WP_013320134.1	WP_192989838.1	WP_013320134.1	WP_010681437.1
group_01599	WP_013317091.1	WP_192990750.1	WP_024105192.1	WP_010296815.1
group_01600	WP_013317146.1	WP_192990922.1	WP_024105449.1	WP_010303138.1
group_01601	WP_013316275.1	WP_024104502.1	WP_024104502.1	WP_010298864.1
group_01602	WP_013317468.1	WP_192991014.1	WP_024105512.1	WP_010303325.1
group_01603	WP_013317301.1	WP_192991439.1	WP_024105357.1	WP_049776248.1
group_01604	WP_013317038.1	WP_024105140.1	WP_024105140.1	WP_010302707.1
group_01605	WP_013319048.1	WP_192989181.1	WP_024106925.1	WP_010299567.1
group_01606	WP_013315865.1	WP_024104130.1	WP_103415858.1	WP_010308733.1
group_01607	WP_013318137.1	WP_103415967.1	WP_103415967.1	WP_010302158.1
group_01608	WP_013319561.1	WP_192989485.1	WP_024109218.1	WP_010300560.1
group_01609	WP_013318085.1	WP_024106060.1	WP_024106060.1	WP_010297863.1
